model,building_id,primary_use,square_feet,requested_days,expected_measurements,actual_measurements,response_time_s,endpoint_used,chars
llama3.2,11,Education,49073,9,216,1,8.165619,native:/api/generate,1455
llama3.2,11,Education,49073,10,240,1,8.33561,native:/api/generate,1379
llama3.2,11,Education,49073,11,264,0,25.252538,native:/api/generate,2070
llama3.2,11,Education,49073,12,288,1,8.759415,native:/api/generate,1408
llama3.2,11,Education,49073,13,312,1,7.857579,native:/api/generate,1392
llama3.2,11,Education,49073,14,336,2,5.876215,native:/api/generate,864
llama3.2,11,Education,49073,15,360,1,4.879214,native:/api/generate,715
llama3.2,11,Education,49073,16,384,2,5.724826,native:/api/generate,986
llama3.2,11,Education,49073,17,408,2,9.180638,native:/api/generate,1593
llama3.2,11,Education,49073,18,432,2,14.219229,native:/api/generate,2400
llama3.2,11,Education,49073,19,456,1,10.518028,native:/api/generate,1977
llama3.2,11,Education,49073,20,480,5,7.831062,native:/api/generate,1246
llama3.2,11,Education,49073,21,504,2,8.240338,native:/api/generate,1392
llama3.2,11,Education,49073,22,528,1,8.928112,native:/api/generate,1418
llama3.2,11,Education,49073,23,552,1,7.435985,native:/api/generate,1187
llama3.2,11,Education,49073,24,576,3,15.885569,native:/api/generate,2913
llama3.2,11,Education,49073,25,600,1,6.660951,native:/api/generate,1070
llama3.2,11,Education,49073,26,624,2,7.540739,native:/api/generate,1291
llama3.2,11,Education,49073,27,648,1,8.988129,native:/api/generate,1764
llama3.2,11,Education,49073,28,672,1,8.611298,native:/api/generate,1391
llama3.2,11,Education,49073,29,696,1,10.289278,native:/api/generate,1876
llama3.2,11,Education,49073,30,720,2,10.573271,native:/api/generate,2036
llama3.2,11,Education,49073,31,744,1,6.543042,native:/api/generate,1061
llama3.2,105,Education,50623,1,24,1,6.710288,native:/api/generate,1266
llama3.2,105,Education,50623,2,48,1,8.462264,native:/api/generate,1507
llama3.2,105,Education,50623,3,72,3,9.737916,native:/api/generate,1649
llama3.2,105,Education,50623,4,96,3,6.369944,native:/api/generate,1027
llama3.2,105,Education,50623,5,120,1,9.571418,native:/api/generate,1615
llama3.2,105,Education,50623,6,144,1,8.335773,native:/api/generate,1621
llama3.2,105,Education,50623,7,168,1,6.632926,native:/api/generate,1044
llama3.2,105,Education,50623,8,192,2,7.965269,native:/api/generate,1317
llama3.2,105,Education,50623,9,216,2,6.642149,native:/api/generate,1072
llama3.2,105,Education,50623,10,240,1,4.33362,native:/api/generate,764
llama3.2,105,Education,50623,11,264,1,6.337695,native:/api/generate,1083
llama3.2,105,Education,50623,12,288,2,15.020115,native:/api/generate,2757
llama3.2,105,Education,50623,13,312,1,4.659162,native:/api/generate,830
llama3.2,105,Education,50623,14,336,1,9.642623,native:/api/generate,1743
llama3.2,105,Education,50623,15,360,2,14.067848,native:/api/generate,2509
llama3.2,105,Education,50623,16,384,1,8.035648,native:/api/generate,1254
llama3.2,105,Education,50623,17,408,7,8.031112,native:/api/generate,1264
llama3.2,105,Education,50623,18,432,5,9.540527,native:/api/generate,1657
llama3.2,105,Education,50623,19,456,1,11.479197,native:/api/generate,1954
llama3.2,105,Education,50623,20,480,1,4.990799,native:/api/generate,910
llama3.2,105,Education,50623,21,504,1,10.181409,native:/api/generate,1887
llama3.2,105,Education,50623,22,528,1,10.975513,native:/api/generate,1844
llama3.2,105,Education,50623,23,552,2,9.831461,native:/api/generate,1714
llama3.2,105,Education,50623,24,576,5,16.405792,native:/api/generate,3183
llama3.2,105,Education,50623,25,600,2,9.715463,native:/api/generate,1619
llama3.2,105,Education,50623,26,624,1,10.480243,native:/api/generate,1900
llama3.2,105,Education,50623,27,648,1,9.657175,native:/api/generate,1664
llama3.2,105,Education,50623,28,672,1,10.700296,native:/api/generate,2007
llama3.2,105,Education,50623,29,696,1,6.345913,native:/api/generate,1134
llama3.2,105,Education,50623,30,720,1,9.632079,native:/api/generate,1702
llama3.2,105,Education,50623,31,744,1,10.1185,native:/api/generate,1702
llama3.2,1246,Office,50327,1,24,3,8.402138,native:/api/generate,1462
llama3.2,1246,Office,50327,2,48,32,17.116821,native:/api/generate,2159
llama3.2,1246,Office,50327,3,72,1,6.119912,native:/api/generate,1069
llama3.2,1246,Office,50327,4,96,1,8.931196,native:/api/generate,1447
llama3.2,1246,Office,50327,5,120,1,7.889444,native:/api/generate,1250
llama3.2,1246,Office,50327,6,144,1,7.031485,native:/api/generate,1121
llama3.2,1246,Office,50327,7,168,2,14.664977,native:/api/generate,2480
llama3.2,1246,Office,50327,8,192,4,9.188692,native:/api/generate,1742
llama3.2,1246,Office,50327,9,216,2,6.277206,native:/api/generate,920
llama3.2,1246,Office,50327,10,240,1,9.136984,native:/api/generate,1543
llama3.2,1246,Office,50327,11,264,6,8.2825,native:/api/generate,1333
llama3.2,1246,Office,50327,12,288,8,8.975705,native:/api/generate,1623
llama3.2,1246,Office,50327,13,312,1,9.193988,native:/api/generate,1495
llama3.2,1246,Office,50327,14,336,2,10.059741,native:/api/generate,1785
llama3.2,1246,Office,50327,15,360,1,9.506677,native:/api/generate,1682
llama3.2,1246,Office,50327,16,384,5,16.803829,native:/api/generate,2928
llama3.2,1246,Office,50327,17,408,7,21.005312,native:/api/generate,1496
llama3.2,1246,Office,50327,18,432,1,16.310257,native:/api/generate,1167
llama3.2,1246,Office,50327,19,456,1,6.075558,native:/api/generate,1041
llama3.2,1246,Office,50327,20,480,6,9.620536,native:/api/generate,1774
llama3.2,1246,Office,50327,21,504,1,9.192975,native:/api/generate,1571
llama3.2,1246,Office,50327,22,528,1,10.787181,native:/api/generate,2175
llama3.2,1246,Office,50327,23,552,3,7.09545,native:/api/generate,1129
llama3.2,1246,Office,50327,24,576,1,8.212295,native:/api/generate,1451
llama3.2,1246,Office,50327,25,600,1,6.739223,native:/api/generate,1061
llama3.2,1246,Office,50327,26,624,1,10.394147,native:/api/generate,1989
llama3.2,1246,Office,50327,27,648,1,8.114824,native:/api/generate,1400
llama3.2,1246,Office,50327,28,672,2,8.655811,native:/api/generate,1597
llama3.2,1246,Office,50327,29,696,3,13.79791,native:/api/generate,1448
llama3.2,1246,Office,50327,30,720,3,9.966139,native:/api/generate,1754
llama3.2,1246,Office,50327,31,744,1,9.730276,native:/api/generate,1726
llama3.1:8b,1135,Education,150393,1,24,19,17.154345,native:/api/generate,1249
llama3.1:8b,1135,Education,150393,2,48,39,18.518598,native:/api/generate,1011
llama3.1:8b,1135,Education,150393,3,72,18,24.69777,native:/api/generate,2398
llama3.1:8b,1135,Education,150393,4,96,96,46.195073,native:/api/generate,2538
llama3.1:8b,1135,Education,150393,5,120,8,18.225288,native:/api/generate,2192
llama3.1:8b,1135,Education,150393,6,144,58,30.997893,native:/api/generate,2039
llama3.1:8b,1135,Education,150393,7,168,42,401.486648,openai:/v1/chat/completions,1459
llama3.1:8b,1135,Education,150393,8,192,54,27.644834,native:/api/generate,1873
llama3.1:8b,1135,Education,150393,9,216,0,257.343884,native:/api/generate,8298
llama3.1:8b,1135,Education,150393,10,240,288,591.128578,openai:/v1/chat/completions,7305
llama3.1:8b,1135,Education,150393,11,264,151,115.196068,native:/api/generate,4178
llama3.1:8b,1135,Education,150393,12,288,19,43.317669,native:/api/generate,2296
llama3.1:8b,1135,Education,150393,13,312,64,59.39874,native:/api/generate,1688
llama3.1:8b,1135,Education,150393,14,336,2,33.296322,native:/api/generate,2496
llama3.1:8b,1135,Education,150393,15,360,288,598.899613,openai:/v1/chat/completions,7095
llama3.1:8b,1135,Education,150393,16,384,8,379.35562,openai:/v1/chat/completions,2172
llama3.1:8b,1135,Education,150393,17,408,35,57.365736,native:/api/generate,2882
llama3.1:8b,1135,Education,150393,18,432,214,202.206347,native:/api/generate,6641
llama3.1:8b,1135,Education,150393,19,456,288,230.764403,native:/api/generate,6940
llama3.1:8b,1135,Education,150393,20,480,291,271.963031,native:/api/generate,10705
llama3.1:8b,1135,Education,150393,21,504,288,221.125825,native:/api/generate,6986
llama3.1:8b,1135,Education,150393,22,528,26,57.375315,native:/api/generate,3219
llama3.1:8b,1135,Education,150393,23,552,11,37.563841,native:/api/generate,2073
llama3.1:8b,1135,Education,150393,24,576,50,52.047354,native:/api/generate,1632
llama3.1:8b,1135,Education,150393,25,600,24,26.491043,native:/api/generate,1102
llama3.1:8b,1135,Education,150393,26,624,3,29.290564,native:/api/generate,2332
llama3.1:8b,1135,Education,150393,27,648,47,60.52732,native:/api/generate,2115
llama3.1:8b,1135,Education,150393,28,672,15,401.740464,openai:/v1/chat/completions,2240
llama3.1:8b,1135,Education,150393,29,696,11,18.475266,native:/api/generate,1317
llama3.1:8b,1135,Education,150393,30,720,27,25.209251,native:/api/generate,2358
llama3.1:8b,1135,Education,150393,31,744,6,20.420317,native:/api/generate,2439
llama3.1:8b,113,Education,100481,1,24,24,14.735762,native:/api/generate,1063
llama3.1:8b,113,Education,100481,2,48,33,16.186481,native:/api/generate,942
llama3.1:8b,113,Education,100481,3,72,48,43.073454,native:/api/generate,1521
llama3.1:8b,113,Education,100481,4,96,49,69.491724,native:/api/generate,2685
llama3.1:8b,113,Education,100481,5,120,64,74.616275,native:/api/generate,2211
llama3.1:8b,113,Education,100481,6,144,164,109.106172,native:/api/generate,4859
llama3.1:8b,113,Education,100481,7,168,168,164.886785,native:/api/generate,4953
llama3.1:8b,113,Education,100481,8,192,366,296.428657,native:/api/generate,8963
llama3.1:8b,113,Education,100481,9,216,43,42.290535,native:/api/generate,1842
llama3.1:8b,113,Education,100481,10,240,32,20.998864,native:/api/generate,1709
llama3.1:8b,113,Education,100481,11,264,288,243.822307,native:/api/generate,8063
llama3.1:8b,113,Education,100481,12,288,288,228.338006,native:/api/generate,7358
llama3.1:8b,113,Education,100481,13,312,24,396.745352,openai:/v1/chat/completions,1732
llama3.1:8b,113,Education,100481,14,336,15,47.333404,native:/api/generate,2349
llama3.1:8b,113,Education,100481,15,360,56,52.23148,native:/api/generate,2008
llama3.1:8b,113,Education,100481,16,384,12,21.176034,native:/api/generate,1070
llama3.1:8b,113,Education,100481,17,408,2,34.807893,native:/api/generate,2178
llama3.1:8b,113,Education,100481,18,432,26,34.123479,native:/api/generate,1505
llama3.1:8b,113,Education,100481,19,456,6,16.753948,native:/api/generate,1925
llama3.1:8b,113,Education,100481,20,480,26,26.23558,native:/api/generate,2030
llama3.1:8b,113,Education,100481,21,504,1,23.141032,native:/api/generate,3217
llama3.1:8b,113,Education,100481,22,528,5,16.103314,native:/api/generate,1998
llama3.1:8b,113,Education,100481,23,552,3,31.336435,native:/api/generate,1989
llama3.1:8b,113,Education,100481,24,576,35,58.297994,native:/api/generate,2424
llama3.1:8b,113,Education,100481,25,600,89,91.709489,native:/api/generate,2790
llama3.1:8b,113,Education,100481,26,624,288,199.966102,native:/api/generate,6998
llama3.1:8b,113,Education,100481,27,648,13,39.233076,native:/api/generate,2086
llama3.1:8b,113,Education,100481,28,672,408,325.558161,native:/api/generate,10170
llama3.1:8b,113,Education,100481,29,696,16,25.707317,native:/api/generate,3063
llama3.1:8b,113,Education,100481,30,720,28,25.134771,native:/api/generate,2198
llama3.1:8b,113,Education,100481,31,744,24,14.349844,native:/api/generate,906
llama3.1:8b,272,Education,4583,1,24,21,10.269302,native:/api/generate,501
llama3.1:8b,272,Education,4583,2,48,28,24.268554,native:/api/generate,720
llama3.1:8b,272,Education,4583,3,72,36,37.272081,native:/api/generate,1195
llama3.1:8b,272,Education,4583,4,96,122,103.629909,native:/api/generate,3433
llama3.1:8b,272,Education,4583,5,120,96,83.043844,native:/api/generate,2380
llama3.1:8b,272,Education,4583,6,144,105,50.959099,native:/api/generate,2735
llama3.1:8b,272,Education,4583,7,168,289,240.441562,native:/api/generate,6465
llama3.1:8b,272,Education,4583,8,192,11,20.944233,native:/api/generate,2221
llama3.1:8b,272,Education,4583,9,216,3,14.425946,native:/api/generate,1634
llama3.1:8b,272,Education,4583,10,240,11,9.895134,native:/api/generate,948
llama3.1:8b,272,Education,4583,11,264,48,21.208936,native:/api/generate,1459
llama3.1:8b,272,Education,4583,12,288,288,235.851328,native:/api/generate,6978
llama3.1:8b,272,Education,4583,13,312,26,18.567543,native:/api/generate,1541
llama3.1:8b,272,Education,4583,14,336,49,413.192227,openai:/v1/chat/completions,1943
llama3.1:8b,272,Education,4583,15,360,290,215.061197,native:/api/generate,7174
llama3.1:8b,272,Education,4583,16,384,2,32.368848,native:/api/generate,2235
llama3.1:8b,272,Education,4583,17,408,10,39.442012,native:/api/generate,2284
llama3.1:8b,272,Education,4583,18,432,5,45.363237,native:/api/generate,3157
llama3.1:8b,272,Education,4583,19,456,6,22.35617,native:/api/generate,1573
llama3.1:8b,272,Education,4583,20,480,288,585.737775,openai:/v1/chat/completions,6793
llama3.1:8b,272,Education,4583,21,504,277,193.437689,native:/api/generate,6394
llama3.1:8b,272,Education,4583,22,528,3,37.632754,native:/api/generate,2208
llama3.1:8b,272,Education,4583,23,552,207,124.100378,native:/api/generate,5028
llama3.1:8b,272,Education,4583,24,576,2,45.087255,native:/api/generate,3530
llama3.1:8b,272,Education,4583,25,600,2,33.366591,native:/api/generate,2178
llama3.1:8b,272,Education,4583,26,624,52,48.532723,native:/api/generate,1423
llama3.1:8b,272,Education,4583,27,648,9,35.301042,native:/api/generate,1946
llama3.1:8b,272,Education,4583,28,672,3,38.272522,native:/api/generate,2723
llama3.1:8b,272,Education,4583,29,696,14,30.367321,native:/api/generate,2056
llama3.1:8b,272,Education,4583,30,720,1,13.77861,native:/api/generate,1636
llama3.1:8b,272,Education,4583,31,744,30,32.430041,native:/api/generate,3318
llama3.1:8b,1073,Office,194111,1,24,22,12.6699,native:/api/generate,777
llama3.1:8b,1073,Office,194111,2,48,34,23.420513,native:/api/generate,955
llama3.1:8b,1073,Office,194111,3,72,32,32.232686,native:/api/generate,834
llama3.1:8b,1073,Office,194111,4,96,95,86.236382,native:/api/generate,2296
llama3.1:8b,1073,Office,194111,5,120,114,105.521565,native:/api/generate,2918
llama3.1:8b,1073,Office,194111,6,144,64,38.100572,native:/api/generate,2649
llama3.1:8b,1073,Office,194111,7,168,225,143.788811,native:/api/generate,4791
llama3.1:8b,1073,Office,194111,8,192,143,114.022945,native:/api/generate,4066
llama3.1:8b,1073,Office,194111,9,216,311,222.20445,native:/api/generate,6775
llama3.1:8b,1073,Office,194111,10,240,305,248.504058,native:/api/generate,8375
llama3.1:8b,1073,Office,194111,11,264,25,392.273913,openai:/v1/chat/completions,1299
llama3.1:8b,1073,Office,194111,12,288,166,139.93722,native:/api/generate,4022
llama3.1:8b,1073,Office,194111,13,312,288,220.375963,native:/api/generate,7018
llama3.1:8b,1073,Office,194111,14,336,279,244.061218,native:/api/generate,8647
llama3.1:8b,1073,Office,194111,15,360,15,37.307358,native:/api/generate,2733
llama3.1:8b,1073,Office,194111,16,384,14,27.534939,native:/api/generate,2965
llama3.1:8b,1073,Office,194111,17,408,48,23.149541,native:/api/generate,1256
llama3.1:8b,1073,Office,194111,18,432,45,70.799194,native:/api/generate,4298
llama3.1:8b,1073,Office,194111,19,456,20,30.486217,native:/api/generate,1357
llama3.1:8b,1073,Office,194111,20,480,241,187.317101,native:/api/generate,6327
llama3.1:8b,1073,Office,194111,21,504,6,7.211638,native:/api/generate,711
llama3.1:8b,1073,Office,194111,22,528,53,56.113712,native:/api/generate,3440
llama3.1:8b,1073,Office,194111,23,552,18,33.055027,native:/api/generate,1698
llama3.1:8b,1073,Office,194111,24,576,7,55.257891,native:/api/generate,3427
llama3.1:8b,1073,Office,194111,25,600,16,42.846358,native:/api/generate,2188
llama3.1:8b,1073,Office,194111,26,624,15,48.237771,native:/api/generate,2800
llama3.1:8b,1073,Office,194111,27,648,29,25.538249,native:/api/generate,1702
llama3.1:8b,1073,Office,194111,28,672,11,22.173248,native:/api/generate,2539
llama3.1:8b,1073,Office,194111,29,696,6,381.130731,openai:/v1/chat/completions,1536
llama3.1:8b,1073,Office,194111,30,720,28,24.750393,native:/api/generate,815
llama3.1:8b,1073,Office,194111,31,744,26,22.925685,native:/api/generate,724
llama3.1:8b,1069,Office,20864,1,24,21,26.1935,native:/api/generate,991
llama3.1:8b,1069,Office,20864,2,48,35,34.192542,native:/api/generate,971
llama3.1:8b,1069,Office,20864,3,72,3,28.149352,native:/api/generate,1717
llama3.1:8b,1069,Office,20864,4,96,72,432.577046,openai:/v1/chat/completions,2217
llama3.1:8b,1069,Office,20864,5,120,49,87.23718,native:/api/generate,4029
llama3.1:8b,1069,Office,20864,6,144,192,107.023059,native:/api/generate,4112
llama3.1:8b,1069,Office,20864,7,168,49,53.699403,native:/api/generate,1751
llama3.1:8b,1069,Office,20864,8,192,12,21.005705,native:/api/generate,1014
llama3.1:8b,1069,Office,20864,9,216,120,110.19558,native:/api/generate,3259
llama3.1:8b,1069,Office,20864,10,240,3,18.461223,native:/api/generate,2429
llama3.1:8b,1069,Office,20864,11,264,120,474.340948,openai:/v1/chat/completions,3233
llama3.1:8b,1069,Office,20864,12,288,2,37.576938,native:/api/generate,2445
llama3.1:8b,1069,Office,20864,13,312,39,41.928027,native:/api/generate,1503
llama3.1:8b,1069,Office,20864,14,336,108,72.479968,native:/api/generate,3591
llama3.1:8b,1069,Office,20864,15,360,33,411.865363,openai:/v1/chat/completions,2179
llama3.1:8b,1069,Office,20864,16,384,217,174.927911,native:/api/generate,5478
llama3.1:8b,1069,Office,20864,17,408,421,307.081302,native:/api/generate,8921
llama3.1:8b,1069,Office,20864,18,432,1,37.625159,native:/api/generate,2700
llama3.1:8b,1069,Office,20864,19,456,15,50.459637,native:/api/generate,2604
llama3.1:8b,1069,Office,20864,20,480,9,33.782919,native:/api/generate,1948
llama3.1:8b,1069,Office,20864,21,504,177,126.171156,native:/api/generate,4140
llama3.1:8b,1069,Office,20864,22,528,288,250.471402,native:/api/generate,7893
llama3.1:8b,1069,Office,20864,23,552,167,120.122437,native:/api/generate,4391
llama3.1:8b,1069,Office,20864,24,576,37,58.395045,native:/api/generate,2252
llama3.1:8b,1069,Office,20864,25,600,30,37.877413,native:/api/generate,1466
llama3.1:8b,1069,Office,20864,26,624,5,20.410422,native:/api/generate,1416
llama3.1:8b,1069,Office,20864,27,648,27,40.17866,native:/api/generate,2374
llama3.1:8b,1069,Office,20864,28,672,1,20.498962,native:/api/generate,2826
llama3.1:8b,1069,Office,20864,29,696,80,92.103478,native:/api/generate,6172
llama3.1:8b,1069,Office,20864,30,720,134,127.115336,native:/api/generate,3458
llama3.1:8b,1069,Office,20864,31,744,216,129.916543,native:/api/generate,4823
llama3.1:8b,1086,Office,143973,1,24,23,13.642237,native:/api/generate,616
llama3.1:8b,1086,Office,143973,2,48,43,41.958722,native:/api/generate,1361
llama3.1:8b,1086,Office,143973,3,72,75,100.266038,native:/api/generate,4011
llama3.1:8b,1086,Office,143973,4,96,51,50.701921,native:/api/generate,1680
llama3.1:8b,1086,Office,143973,5,120,6,15.913062,native:/api/generate,1723
llama3.1:8b,1086,Office,143973,6,144,146,72.275473,native:/api/generate,3721
llama3.1:8b,1086,Office,143973,7,168,64,60.739798,native:/api/generate,1842
llama3.1:8b,1086,Office,143973,8,192,9,39.466048,native:/api/generate,2368
llama3.1:8b,1086,Office,143973,9,216,59,56.117187,native:/api/generate,1660
llama3.1:8b,1086,Office,143973,10,240,26,48.75067,native:/api/generate,2798
llama3.1:8b,1086,Office,143973,11,264,25,385.038038,openai:/v1/chat/completions,849
llama3.1:8b,1086,Office,143973,12,288,337,261.629773,native:/api/generate,9073
llama3.1:8b,1086,Office,143973,13,312,289,216.83868,native:/api/generate,7300
llama3.1:8b,1086,Office,143973,14,336,27,28.713268,native:/api/generate,2022
llama3.1:8b,1086,Office,143973,15,360,7,26.037516,native:/api/generate,1464
llama3.1:8b,1086,Office,143973,16,384,1,32.348534,native:/api/generate,2050
llama3.1:8b,1086,Office,143973,17,408,288,205.79771,native:/api/generate,7260
llama3.1:8b,1086,Office,143973,18,432,288,247.105138,native:/api/generate,7282
llama3.1:8b,1086,Office,143973,19,456,35,21.467741,native:/api/generate,1639
llama3.1:8b,1086,Office,143973,20,480,26,48.032829,native:/api/generate,4704
llama3.1:8b,1086,Office,143973,21,504,11,19.72923,native:/api/generate,1031
llama3.1:8b,1086,Office,143973,22,528,37,69.067118,native:/api/generate,3139
llama3.1:8b,1086,Office,143973,23,552,12,16.643853,native:/api/generate,703
llama3.1:8b,1086,Office,143973,24,576,81,414.277556,openai:/v1/chat/completions,2339
llama3.1:8b,1086,Office,143973,25,600,19,33.66772,native:/api/generate,1777
llama3.1:8b,1086,Office,143973,26,624,7,28.612448,native:/api/generate,1618
llama3.1:8b,1086,Office,143973,27,648,17,41.8913,native:/api/generate,2155
llama3.1:8b,1086,Office,143973,28,672,12,35.888191,native:/api/generate,1771
llama3.1:8b,1086,Office,143973,29,696,2,26.287618,native:/api/generate,2546
llama3.1:8b,1086,Office,143973,30,720,5,733.974247,native:/api/generate,787
llama3.1:8b,1086,Office,143973,31,744,28,18.030988,native:/api/generate,1234
llama3.1:8b,155,Office,51688,1,24,28,12.666397,native:/api/generate,855
llama3.1:8b,155,Office,51688,2,48,37,17.657764,native:/api/generate,929
llama3.1:8b,155,Office,51688,3,72,1,16.402384,native:/api/generate,2104
llama3.1:8b,155,Office,51688,4,96,92,57.169251,native:/api/generate,2104
llama3.1:8b,155,Office,51688,5,120,9,37.772939,native:/api/generate,2247
llama3.1:8b,155,Office,51688,6,144,58,57.268563,native:/api/generate,1803
llama3.1:8b,155,Office,51688,7,168,288,204.221538,native:/api/generate,7144
llama3.1:8b,155,Office,51688,8,192,288,235.104589,native:/api/generate,7622
llama3.1:8b,155,Office,51688,9,216,24,15.057806,native:/api/generate,1087
llama3.1:8b,155,Office,51688,10,240,288,563.978047,openai:/v1/chat/completions,6711
llama3.1:8b,155,Office,51688,11,264,31,43.541864,native:/api/generate,2610
llama3.1:8b,155,Office,51688,12,288,3,23.574432,native:/api/generate,1359
llama3.1:8b,155,Office,51688,13,312,287,217.310549,native:/api/generate,6563
llama3.1:8b,155,Office,51688,14,336,11,21.230003,native:/api/generate,2227
llama3.1:8b,155,Office,51688,15,360,53,54.025039,native:/api/generate,1793
llama3.1:8b,155,Office,51688,16,384,288,221.317362,native:/api/generate,6959
llama3.1:8b,155,Office,51688,17,408,30,33.487411,native:/api/generate,2678
llama3.1:8b,155,Office,51688,18,432,1,35.843639,native:/api/generate,2480
llama3.1:8b,155,Office,51688,19,456,168,461.179136,openai:/v1/chat/completions,3994
llama3.1:8b,155,Office,51688,20,480,9,24.019804,native:/api/generate,2415
llama3.1:8b,155,Office,51688,21,504,14,40.027235,native:/api/generate,2135
llama3.1:8b,155,Office,51688,22,528,1,36.789792,native:/api/generate,2308
llama3.1:8b,155,Office,51688,23,552,3,31.99566,native:/api/generate,2104
llama3.1:8b,155,Office,51688,24,576,25,64.293478,native:/api/generate,3316
llama3.1:8b,155,Office,51688,25,600,3,33.465384,native:/api/generate,2839
llama3.1:8b,155,Office,51688,26,624,27,13.470285,native:/api/generate,722
llama3.1:8b,155,Office,51688,27,648,40,38.872111,native:/api/generate,3518
llama3.1:8b,155,Office,51688,28,672,21,388.458202,openai:/v1/chat/completions,1226
llama3.1:8b,155,Office,51688,29,696,288,601.389844,openai:/v1/chat/completions,7638
llama3.1:8b,155,Office,51688,30,720,9,20.241169,native:/api/generate,2383
llama3.1:8b,155,Office,51688,31,744,10,7.89718,native:/api/generate,676
llama3.1:8b,1206,Office,99946,1,24,25,13.664051,native:/api/generate,930
llama3.1:8b,1206,Office,99946,2,48,29,14.353107,native:/api/generate,763
llama3.1:8b,1206,Office,99946,3,72,63,39.222378,native:/api/generate,1969
llama3.1:8b,1206,Office,99946,4,96,57,52.453251,native:/api/generate,1495
llama3.1:8b,1206,Office,99946,5,120,83,84.033621,native:/api/generate,2407
llama3.1:8b,1206,Office,99946,6,144,58,60.355755,native:/api/generate,1956
llama3.1:8b,1206,Office,99946,7,168,6,29.92799,native:/api/generate,2279
llama3.1:8b,1206,Office,99946,8,192,48,23.788254,native:/api/generate,1372
llama3.1:8b,1206,Office,99946,9,216,25,391.220053,openai:/v1/chat/completions,1202
llama3.1:8b,1206,Office,99946,10,240,9,40.420464,native:/api/generate,2558
llama3.1:8b,1206,Office,99946,11,264,25,34.636059,native:/api/generate,1452
llama3.1:8b,1206,Office,99946,12,288,41,81.577952,native:/api/generate,4356
llama3.1:8b,1206,Office,99946,13,312,11,20.173947,native:/api/generate,2331
llama3.1:8b,1206,Office,99946,14,336,10,763.329574,native:/api/generate,2596
llama3.1:8b,1206,Office,99946,15,360,420,301.741837,native:/api/generate,10447
llama3.1:8b,1206,Office,99946,16,384,74,756.464294,native:/api/generate,1789
llama3.1:8b,1206,Office,99946,17,408,14,733.554666,native:/api/generate,1210
llama3.1:8b,1206,Office,99946,18,432,2,754.583473,native:/api/generate,3201
llama3.1:8b,1206,Office,99946,19,456,13,20.116174,native:/api/generate,2236
llama3.1:8b,1206,Office,99946,20,480,37,17.688807,native:/api/generate,983
llama3.1:8b,1206,Office,99946,21,504,2,22.31925,native:/api/generate,2862
llama3.1:8b,1206,Office,99946,22,528,144,130.497017,native:/api/generate,3939
llama3.1:8b,1206,Office,99946,23,552,5,38.456071,native:/api/generate,2600
llama3.1:8b,1206,Office,99946,24,576,47,45.906579,native:/api/generate,1456
llama3.1:8b,1206,Office,99946,25,600,46,26.939798,native:/api/generate,1499
llama3.1:8b,1206,Office,99946,26,624,18,12.191676,native:/api/generate,948
llama3.1:8b,1206,Office,99946,27,648,31,29.425848,native:/api/generate,2711
gpt-oss:20b,1135,Education,150393,1,24,24,35.064842,native:/api/generate,575
gpt-oss:20b,1135,Education,150393,2,48,48,36.706092,native:/api/generate,1151
gpt-oss:20b,1135,Education,150393,3,72,72,88.262565,native:/api/generate,1869
gpt-oss:20b,1135,Education,150393,4,96,96,71.478602,native:/api/generate,2397
gpt-oss:20b,1135,Education,150393,5,120,120,82.024652,native:/api/generate,2879
gpt-oss:20b,1135,Education,150393,6,144,144,209.891202,native:/api/generate,3455
gpt-oss:20b,1135,Education,150393,7,168,168,118.022528,native:/api/generate,4365
gpt-oss:20b,1135,Education,150393,8,192,192,130.369957,native:/api/generate,4607
gpt-oss:20b,1135,Education,150393,9,216,216,315.860268,native:/api/generate,5183
gpt-oss:20b,1135,Education,150393,10,240,240,535.084005,openai:/v1/chat/completions,5039
gpt-oss:20b,1135,Education,150393,11,264,264,144.550752,native:/api/generate,5543
gpt-oss:20b,1135,Education,150393,12,288,288,504.131982,openai:/v1/chat/completions,6623
gpt-oss:20b,1135,Education,150393,13,312,312,302.67343,native:/api/generate,7487
gpt-oss:20b,1135,Education,150393,14,336,336,206.73316,native:/api/generate,8399
gpt-oss:20b,1135,Education,150393,15,360,359,146.517324,native:/api/generate,7558
gpt-oss:20b,1135,Education,150393,16,384,384,212.453846,native:/api/generate,8830
gpt-oss:20b,1135,Education,150393,17,408,408,348.507106,native:/api/generate,10199
gpt-oss:20b,1135,Education,150393,18,432,432,210.298997,native:/api/generate,10367
gpt-oss:20b,1135,Education,150393,19,456,456,297.497873,native:/api/generate,11399
gpt-oss:20b,1135,Education,150393,20,480,480,291.915804,native:/api/generate,11999
gpt-oss:20b,1135,Education,150393,21,504,504,285.749702,native:/api/generate,11591
gpt-oss:20b,1135,Education,150393,22,528,528,633.112618,openai:/v1/chat/completions,12671
gpt-oss:20b,1135,Education,150393,23,552,552,227.498273,native:/api/generate,11591
gpt-oss:20b,1135,Education,150393,24,576,576,348.352131,native:/api/generate,13819
gpt-oss:20b,1135,Education,150393,25,600,598,659.167606,openai:/v1/chat/completions,12557
gpt-oss:20b,1135,Education,150393,26,624,624,324.843749,native:/api/generate,14351
